SyntaxError: Parse error

29,http://www.komonews.com/sports/mariners/Hernandez-looks-strong-Mariners-tie-Rockies-2-2--250465291.html,Hernandez looks strong; Mariners tie Rockies 2-2
7,http://www.komonews.com/sports/mariners/Hernandez-looks-strong-Mariners-tie-Rockies-2-2--250465291.html,Read More...
-3,/sports/mariners,Mariners
29,http://www.komonews.com/sports/mariners/Mariners-top-Cubs-8-7-in-10-innings-250014091.html,Mariners top Cubs 8-7 in 10 innings
7,http://www.komonews.com/sports/mariners/Mariners-top-Cubs-8-7-in-10-innings-250014091.html,Read More...
7,/sports/mariners,More Mariners
7,/sports/seahawks,SEAHAWKS
-3,/sports/seahawks,Seahawks
38,http://www.komonews.com/sports/seahawks/Seahawks-Hauschka-agree-250671851.html,Seahawks, Hauschka agree to new deal
7,http://www.komonews.com/sports/seahawks/Seahawks-Hauschka-agree-250671851.html,Read More...
-3,/sports/seahawks,Seahawks
38,http://www.komonews.com/sports/seahawks/Ex-Seahawks-CB-Walter-Thurmond-signs-with-Giants-250535641.html,Ex-Seahawks CB Walter Thurmond signs with Giants
7,http://www.komonews.com/sports/seahawks/Ex-Seahawks-CB-Walter-Thurmond-signs-with-Giants-250535641.html,Read More...
-3,/sports/seahawks,Seahawks
38,http://www.komonews.com/sports/seahawks/Seahawks-TE-Miller-agree-to-restructured-deal--250471811.html,Seahawks, TE Miller agree to restructured deal
7,http://www.komonews.com/sports/seahawks/Seahawks-TE-Miller-agree-to-restructured-deal--250471811.html,Read More...
7,/sports/seahawks,More Seahawks
5,/sports/sounders,SOUNDERS
28,/sports/sounders,Seattle Sounders FC
36,http://www.komonews.com/sports/sounders/Defoe-leads-Toronto-FC-past-Seattle-in-MLS-debut-2-1-250480241.html,Defoe leads Toronto FC past Seattle, 2-1
7,http://www.komonews.com/sports/sounders/Defoe-leads-Toronto-FC-past-Seattle-in-MLS-debut-2-1-250480241.html,Read More...
28,/sports/sounders,Seattle Sounders FC
36,http://www.komonews.com/sports/sounders/Brain-Coach-to-the-Sounders--250366961.html,'Brain Coach' to help Sounders achieve their goals(Video)
7,http://www.komonews.com/tv/people/156479755.html,Denise Whitaker
7,http://www.komonews.com/sports/sounders/Brain-Coach-to-the-Sounders--250366961.html,Read More...
28,/sports/sounders,Seattle Sounders FC
36,http://www.komonews.com/sports/sounders/Bradley-and-Dempsey-meet-up-in-MLS-250254581.html,Bradley and Dempsey meet up in MLS
7,http://www.komonews.com/sports/sounders/Bradley-and-Dempsey-meet-up-in-MLS-250254581.html,Read More...
7,/sports/sounders,More Sounders
-2,/sports/sonicsstorm,STORM
-3,/sports/sonicsstorm,Storm
29,http://www.komonews.com/sports/sonicsstorm/Sonics-fans-keep-the-faith-245921841.html,After more bad news, Sonics fans try to keep the faith(Video)
7,http://www.komonews.com/tv/people/247608481.html,Jon Humbert
7,http://www.komonews.com/sports/sonicsstorm/Sonics-fans-keep-the-faith-245921841.html,Read More...
-3,/sports/sonicsstorm,Storm
29,http://www.komonews.com/sports/sonicsstorm/East-tops-West-in-highest-scoring-All-Star-game-163-155-245781471.html,East tops West in highest-scoring All-Star game, 163-155
7,http://www.komonews.com/sports/sonicsstorm/East-tops-West-in-highest-scoring-All-Star-game-163-155-245781471.html,Read More...
-3,/sports/sonicsstorm,Storm
29,http://www.komonews.com/sports/sonicsstorm/NBA-Commissioner--245702631.html,NBA Commissioner: Expansion not a priority
7,http://www.komonews.com/tv/people/247608481.html,Jon Humbert
7,http://www.komonews.com/sports/sonicsstorm/NBA-Commissioner--245702631.html,Read More...
7,/sports/sonicsstorm,More Storm
7,/sports/college,COLLEGE
-3,/sports/college,College
38,http://www.komonews.com/sports/college/Gonzaga-prepares-for-16th-straight-trip-to-NCAA-tournament-250536311.html,Gonzaga faces Oklahoma St. in NCAA tournament
-3,http://www.komonews.com/tv/people/162643286.html,Tim Lewis
7,http://www.komonews.com/sports/college/Gonzaga-prepares-for-16th-straight-trip-to-NCAA-tournament-250536311.html,Read More...
-3,/sports/college,College
38,http://www.komonews.com/sports/college/Idaho-beats-Seattle-75-67-for-WAC-Tournament-title-250480011.html,Idaho beats Seattle 75-67 for WAC Tournament title
7,http://www.komonews.com/sports/college/Idaho-beats-Seattle-75-67-for-WAC-Tournament-title-250480011.html,Read More...
-3,/sports/college,College
38,http://www.komonews.com/sports/college/Huskies-to-play-regular-season-game-in-China-next-season-250477451.html,Huskies to play regular season game in China
7,http://www.komonews.com/sports/college/Huskies-to-play-regular-season-game-in-China-next-season-250477451.html,Read More...
7,/sports/college,More College
15,/sports/heroes,LITTLE HEROES
28,/sports/heroes,Eric's Little Heroes
36,http://www.komonews.com/sports/heroes/Little-Heroes-Hitting-the-slopes-literally-249660951.html,Little Heroes: Hitting the slopes, literally(Video)
7,http://www.komonews.com/tv/people/156475335.html,Eric Johnson
7,http://www.komonews.com/sports/heroes/Little-Heroes-Hitting-the-slopes-literally-249660951.html,Read More...
28,/sports/heroes,Eric's Little Heroes
36,http://www.komonews.com/sports/heroes/Little-Heroes-Faith-Murray-just-keeps-swimming-248466431.html,Little Heroes: Faith Murray just keeps swimming(Video)
7,http://www.komonews.com/tv/people/156475335.html,Eric Johnson
7,http://www.komonews.com/sports/heroes/Little-Heroes-Faith-Murray-just-keeps-swimming-248466431.html,Read More...
28,/sports/heroes,Eric's Little Heroes
36,http://www.komonews.com/sports/heroes/Little-Heroes-Mill-Creek-kids-take-to-the-hardwood-247176681.html,Little Heroes: Mill Creek kids take to the hardwood(Video)
7,http://www.komonews.com/tv/people/156475335.html,Eric Johnson
7,http://www.komonews.com/sports/heroes/Little-Heroes-Mill-Creek-kids-take-to-the-hardwood-247176681.html,Read More...
28,/sports/heroes,More Little Heroes
-3,/sports/,Sports
29,http://www.komonews.com/sports/Putins-Games-end-under-a-Crimean-cloud-250531891.html,
Paralympic Games end under a Crimean cloud(Photo Gallery)

10,http://www.komonews.com/sports/Putins-Games-end-under-a-Crimean-cloud-250531891.html,Read More...
-3,/sports/,Sports
29,http://www.komonews.com/sports/Seahawks-increase-season-ticket-prices-add-variable-pricing-250426931.html,
Seahawks increase season ticket prices, add variable pricing

10,http://www.komonews.com/sports/Seahawks-increase-season-ticket-prices-add-variable-pricing-250426931.html,Read More...
-3,/sports/,Sports
29,http://www.komonews.com/sports/Report-Seahawks-alter-TE-Zach-Millers-contract-to-save-salary-cap-room-250469121.html,
Report: Seahawks' Zach Miller takes pay cut

10,http://www.komonews.com/sports/Report-Seahawks-alter-TE-Zach-Millers-contract-to-save-salary-cap-room-250469121.html,Read More...
-3,/sports/,Sports
29,http://www.komonews.com/sports/Seahawks-bring-back-Tarvaris-Jackson-to-backup-Wilson-250357091.html,
Seahawks bring back Tarvaris Jackson to back up Wilson

10,http://www.komonews.com/sports/Seahawks-bring-back-Tarvaris-Jackson-to-backup-Wilson-250357091.html,Read More...
-3,/sports/,Sports
29,http://www.komonews.com/sports/AP-Source-Jackson-to-be-introduced-by-Knicks-250413551.html,
AP Source: Phil Jackson to be introduced by Knicks

10,http://www.komonews.com/sports/AP-Source-Jackson-to-be-introduced-by-Knicks-250413551.html,Read More...
-3,/sports/,Sports
29,http://www.komonews.com/sports/Former-Seahawk-Clemons-signs-with-Jacksonville-250200111.html,
Former Seahawk Clemons signs with Jacksonville

10,http://www.komonews.com/sports/Former-Seahawk-Clemons-signs-with-Jacksonville-250200111.html,Read More...
-3,/sports/,Sports
29,http://www.komonews.com/sports/Felix-channels-historys-greatest-kings-in-Ms-2014-commercials-249957261.html,
Felix channels history's greatest kings in M's 2014 commercials

7,http://www.komonews.com/weather/blogs/scott/130437208.html,Scott Sistek
10,http://www.komonews.com/sports/Felix-channels-historys-greatest-kings-in-Ms-2014-commercials-249957261.html,Read More...
-3,/sports/,Sports
29,http://www.komonews.com/sports/Golden-Tate-leaves-Seahawks-signs-with-Detroit-Lions-249922391.html,
Golden Tate leaves Seahawks, signs with Detroit Lions

10,http://www.komonews.com/sports/Golden-Tate-leaves-Seahawks-signs-with-Detroit-Lions-249922391.html,Read More...
-3,/sports/,Sports
29,http://www.komonews.com/sports/Stanford-beats-Washington-St-74-63-in-Pac-12-250013691.html,
Stanford beats Washington St. 74-63 in Pac-12

10,http://www.komonews.com/sports/Stanford-beats-Washington-St-74-63-in-Pac-12-250013691.html,Read More...
-3,/sports/,Sports
29,http://www.komonews.com/sports/Jets-sign-tackle-Breno-Giacomini-249995861.html,
Jets sign tackle Breno Giacomini

10,http://www.komonews.com/sports/Jets-sign-tackle-Breno-Giacomini-249995861.html,Read More...
-3,/sports/,Sports
29,http://www.komonews.com/sports/Seahawks-reach-deals-with-Price-McDaniel-249965801.html,
Seahawks reach deals with Price, McDaniel

10,http://www.komonews.com/sports/Seahawks-reach-deals-with-Price-McDaniel-249965801.html,Read More...
-3,/sports/,Sports
29,http://www.komonews.com/sports/Huskies-fall-to-Utah-in-opening-round-of-Pac-12-Tournament-249952801.html,
Huskies fall to Utah in opening round of Pac 12 Tournament

10,http://www.komonews.com/sports/Huskies-fall-to-Utah-in-opening-round-of-Pac-12-Tournament-249952801.html,Read More...
9,http://www.komonews.com/sports/?pg=2,Older posts
-3,/news/local,Local
24,http://www.komonews.com/news/local/News-helicopter-crashes-burns-beside-Space-Needle-250790281.html,(Updated)2 killed as KOMO News helicopter crashes near Space Needle(Photo Gallery)(Video)
-3,http://www.komonews.com/news/local/News-helicopter-crashes-burns-beside-Space-Needle-250790281.html,
-3,/news/local,Local
24,http://www.komonews.com/news/local/Victims-of-news-helicopter-crash-remembered-250826051.html,News chopper crash victims remembered as professional team(Photo Gallery)(Video)
-3,http://www.komonews.com/news/local/Victims-of-news-helicopter-crash-remembered-250826051.html,
17,/news/national,National & World
24,http://www.komonews.com/news/national/Thailand-radar-may-have-detected-missing-777-250781231.html,Thailand radar may have detected missing jetliner(Photo Gallery)
-3,http://www.komonews.com/news/national/Thailand-radar-may-have-detected-missing-777-250781231.html,
-3,/news/local,Local
24,http://www.komonews.com/news/local/purina-dog-bou-250686941.html,Local family's photo project turns into national ad campaign(Photo Gallery)(Video)
7,http://www.komonews.com/tv/people/166802826.html,Kelly Koopmans
-3,http://www.komonews.com/news/local/purina-dog-bou-250686941.html,
-3,/news/local,Local
24,http://www.komonews.com/news/local/3-injured-in-serious-crash-on-Hwy-169-outside-Renton-250675011.html,3 injured in serious crash on Hwy. 169 outside Renton(Photo Gallery)
-3,http://www.komonews.com/news/local/3-injured-in-serious-crash-on-Hwy-169-outside-Renton-250675011.html,
7,/news/entertainment,Entertainment
24,http://www.komonews.com/news/entertainment/Source-Mick-Jaggers-girlfriend-found-dead-in-NYC-250646861.html,Mick Jagger's girlfriend found dead in NYC(Photo Gallery)
-3,http://www.komonews.com/news/entertainment/Source-Mick-Jaggers-girlfriend-found-dead-in-NYC-250646861.html,
-3,/news/local,Local
24,http://www.komonews.com/news/local/Teen-pleads-not-guilty-in-Greenwood-cellphone-murder-250655041.html,Teen pleads not guilty to killing man for his cellphone(Photo Gallery)(Video)
-3,http://www.komonews.com/news/local/Teen-pleads-not-guilty-in-Greenwood-cellphone-murder-250655041.html,
6,/younews,YOUR PHOTOS
-3,/younews,YouNews
-4,http://www.komonews.com/younews/250813951.html,
7,http://www.komonews.com/younews/250813951.html,Read More...
-3,/younews,YouNews
-8,http://www.komonews.com/younews/250801421.html,
7,http://www.komonews.com/younews/250801421.html,Read More...
-3,/younews,YouNews
-12,http://www.komonews.com/younews/250801241.html,
7,http://www.komonews.com/younews/250801241.html,Read More...
6,/younews,More YouNews
23,/younews?form=post,Share your photos
16,/about/contact,Contact Us
9,http://www.komonews.com/tv/advertising/,Advertise
9,http://mediakit.fisherinteractive.com,Media Kit
7,http://www.sbgi.net/employment/index.shtml,Careers
15,/about/privacy,Privacy Policy
33,/about/terms,Terms & Conditions
18,/about/copyright-notices,Copyright Notices
40,http://komonews.s3.amazonaws.com/Scorp-hrfin13092708521.pdf,Public Filing Report
27,http://www.komonews.com/about/88685637.html,Closed Captioning
2,http://www.abc.go.com/,ABC
32,/about/events/General-Fisher-Contest-Rules-138073163.html,General Contest Rules
29,mailto:tips@komo4news.com,tips@komo4news.com
39,https://stations.fcc.gov/station-profile/komo-tv,Federal Communications Commission Online Public File
36,http://www.broadcast-interactive.com,Broadcast Interactive Media
