URL|className|text|Score|X Pos|ScoreExplanation|Re-Score|
http://www.nytimes.com/pages/todayspaper/index.html|mainTabTodaysPaper|Today's Paper|-15|48|X Position Score Adjustment: 2 xPos :48,Y Position Top 1 Score: -11,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
http://www.nytimes.com/pages/travel/index.html|tabs|Travel|-14|48|X Position Score Adjustment: 2 xPos :48,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
http://www.nytimes.com/pages/science/index.html|tabs|Science|-14|48|X Position Score Adjustment: 2 xPos :48,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
/pages/world/americas/index.html|subNavigation|Americas|-23|88|X Position Score Adjustment: 4 xPos :88,Y Position Top 2 Score: -6,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Unwanted ClassName Handicap: -5,Link too narrow: -3,|
/pages/world/asia/index.html|subNavigation|Asia Pacific|-13|88|X Position Score Adjustment: 4 xPos :88,Y Position Top 2 Score: -6,Text too few words penalty: -10,URL Same Path Score: 7,Unwanted ClassName Handicap: -5,Link too narrow: -3,|
http://www.nytimes.com/pages/realestate/index.html|tabs|Real Estate|-4|48|X Position Score Adjustment: 2 xPos :48,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
http://global.nytimes.com|editionToggle|Global|-28|125|X Position Score Adjustment: 6 xPos :125,Y Position Top 1 Score: -11,Text too short penalty: -10,Text too few words penalty: -10,Link too narrow: -3,|
http://www.nytimes.com/pages/jobs/index.html|tabs|Jobs|-14|48|X Position Score Adjustment: 2 xPos :48,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
http://www.nytimes.com/pages/opinion/index.html|tabs|Opinion|-14|48|X Position Score Adjustment: 2 xPos :48,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
/pages/world/europe/index.html|subNavigation|Europe|-23|88|X Position Score Adjustment: 4 xPos :88,Y Position Top 2 Score: -6,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Unwanted ClassName Handicap: -5,Link too narrow: -3,|
http://www.nytimes.com|first mainTabHome|Home Page|-32|48|X Position Score Adjustment: 2 xPos :48,Y Position Top 1 Score: -11,Text too short penalty: -10,Text too few words penalty: -10,Link too narrow: -3,|
https://myaccount.nytimes.com/gst/regi.html|NYT5Style|Register Now|-22|48|X Position Score Adjustment: 2 xPos :48,Y Position Top 1 Score: -11,Text too few words penalty: -10,Link too narrow: -3,|
http://www.nytimes.com/pages/world/index.html|wrap|World|-27|8|X Position Score Adjustment: 0 xPos :8,Y Position Top 1 Score: -11,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
http://www.nytimes.com|editionToggle|U.S.|-42|77|X Position Score Adjustment: 4 xPos :77,Y Position Top 1 Score: -11,Text too short penalty: -10,Text too few words penalty: -10,All Caps Title Penalty: -12,Link too narrow: -3,|
http://www.nytimes.com/2016/09/27/world/europe/calais-jungle-france-migrants.html?ref=world|story|Inside France’s ‘Jungle’: Desperate Migrants Keep Coming to Calais|17|8|X Position Score Adjustment: 0 xPos :8,Text good length score: 11,Preferred ClassName Score: 6,|
http://www.nytimes.com/2016/09/27/world/middleeast/aleppo-syria.html?ref=world|story|Unrelenting Assault on Aleppo Is Called Worst Yet Syria’s Civil War|17|8|X Position Score Adjustment: 0 xPos :8,Text good length score: 11,Preferred ClassName Score: 6,|
http://www.nytimes.com/2016/09/27/world/canada/iran-prisoner-release-homa-hoodfar.html?ref=world|story|Iran Releases Homa Hoodfar, a Canadian-Iranian Professor Held Since June|14|8|X Position Score Adjustment: 0 xPos :8,Text good length score: 11,Preferred ClassName Score: 6,Link too wide: -3,|
/pages/world/africa/index.html|subNavigation|Africa|-23|88|X Position Score Adjustment: 4 xPos :88,Y Position Top 2 Score: -6,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Unwanted ClassName Handicap: -5,Link too narrow: -3,|
http://www.nytimes.com/pages/national/index.html|tabs|U.S.|-26|48|X Position Score Adjustment: 2 xPos :48,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,All Caps Title Penalty: -12,Link too narrow: -3,|
